year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,Ambassador,Ashok,Audi,BMW,Chevrolet,Daewoo,Datsun,Fiat,Force,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land,MG,Mahindra,Maruti,Mercedes-Benz,Mitsubishi,Nissan,Opel,Renault,Skoda,Tata,Toyota,Volkswagen,Volvo,selling_price
2017,9000,1,0,0,0,5.0,13.6,1999,177.0,430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625000
2018,11000,3,1,0,0,5.0,17.0,1198,108.5,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,811000
2011,49000,3,1,1,0,5.0,15.04,1598,103.6,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,375000
2012,95000,3,1,1,0,5.0,16.3,1797,147.5,177.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000
2016,11000,3,0,0,0,5.0,14.3,1598,103.5,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,645000
2018,18000,3,0,0,0,5.0,15.04,1991,183.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2550000
2014,46100,3,1,0,0,7.0,16.02,1373,93.7,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,599000
2017,16000,3,0,0,0,5.0,14.74,1991,181.04,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2700000
2017,18000,3,0,0,0,5.0,15.6,1497,116.3,146.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000
2019,9654,3,0,0,0,5.0,19.56,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,894999
2011,11000,3,1,0,0,5.0,23.95,998,67.05,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175000
2012,24300,3,1,0,0,5.0,21.21,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340000
2016,42163,1,0,0,2,7.0,11.36,2755,171.5,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1525000
2018,8000,1,0,0,0,5.0,21.5,1497,108.5,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1025000
2016,30000,1,0,0,0,5.0,22.69,1995,190.0,400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000
2016,41000,3,0,0,0,5.0,19.16,2494,157.7,213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1900000
2016,12000,1,0,0,0,5.0,18.12,1995,190.0,400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900000
2009,71000,3,0,0,0,5.0,12.1,2362,164.7,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450000
2016,20000,3,1,1,0,7.0,17.5,1373,91.1,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,850000
2011,100000,1,1,1,2,5.0,20.54,1598,103.6,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300000
2018,9500,3,1,1,0,5.0,18.16,1196,86.8,112.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575000
2011,120000,1,1,1,0,5.0,20.0,1399,68.0,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
2015,36600,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515000
2015,50000,3,0,1,2,5.0,20.51,998,67.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390000
2016,14000,3,1,1,2,5.0,18.6,1197,81.83,114.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000
1999,40000,3,1,1,2,4.0,16.1,796,37.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40000
2010,120000,1,1,1,0,5.0,21.1,1248,73.9,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220000
2015,70000,3,1,1,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000
2019,13000,3,1,1,0,5.0,19.44,999,75.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,480000
2014,60000,3,1,1,2,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
2014,35000,3,1,1,0,5.0,19.1,1197,85.8,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,487000
2016,44000,3,1,1,2,5.0,19.1,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386000
2005,120000,3,1,1,2,5.0,13.0,1493,100.0,128.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
2010,60000,1,1,1,0,5.0,21.43,1364,87.2,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300000
2000,60000,3,1,1,0,5.0,18.5,796,53.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
2014,30000,1,1,1,2,7.0,13.0,2982,168.5,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1750000
2016,15000,3,1,1,2,6.0,18.15,1198,82.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,450000
2017,90000,1,1,1,0,5.0,22.95,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490000
2009,47000,3,1,1,2,5.0,17.0,1497,118.0,146.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345000
2005,90000,3,1,1,0,5.0,17.3,993,60.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85000
2010,120600,3,1,1,2,5.0,18.9,998,67.1,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,215000
2010,100000,3,1,1,4,5.0,16.2,1599,103.2,146.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
2016,60000,3,1,1,2,5.0,20.85,1197,83.14,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,459999
2005,86000,3,1,1,0,5.0,15.3,1341,83.0,115.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
2020,5000,3,1,1,0,5.0,18.6,1197,81.86,117.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000
2017,37000,1,1,1,0,5.0,28.09,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,800000
2019,14000,3,1,1,0,5.0,20.3,1199,84.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520000
2015,70000,1,1,1,0,7.0,20.77,1248,88.76,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,580000
2015,50000,3,1,1,0,5.0,17.4,1497,117.3,145.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
2014,60000,3,1,1,2,5.0,19.4,1198,86.8,109.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000
2016,50000,0,1,1,0,5.0,26.6,998,58.16,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360000
2017,50000,3,1,1,0,5.0,20.85,1197,83.14,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550000
2013,70000,3,1,1,0,5.0,18.5,1197,82.85,113.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000
2018,35000,3,0,1,0,5.0,20.51,998,67.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420000
2017,20000,3,1,1,0,5.0,21.21,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550000
2018,20000,3,1,1,0,5.0,24.7,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270000
2018,7800,3,0,1,0,5.0,22.0,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,700000
2017,20000,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500000
2019,15000,1,1,1,0,7.0,17.6,2179,147.94,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1250000
2013,31377,3,1,1,2,5.0,18.5,1197,82.85,113.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
2018,50000,1,1,1,0,5.0,28.4,1248,74.02,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,700000
2015,60000,3,1,1,0,5.0,20.51,998,67.04,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290000
2012,100000,3,0,1,0,5.0,14.53,1794,138.1,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,550000
2012,60000,3,1,1,0,5.0,19.4,1198,86.8,109.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000
2018,5000,3,0,1,0,5.0,21.4,1197,83.1,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,830000
2017,60000,1,1,1,0,7.0,14.1,2179,147.94,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,800000
2011,25000,3,1,1,2,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160000
2018,30000,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335000
2017,80000,3,1,1,2,5.0,20.63,1198,67.0,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329000
2017,75000,1,1,1,0,5.0,24.3,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,775000
2020,32000,3,1,1,0,5.0,20.14,1197,81.86,113.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524000
2015,40000,3,1,1,0,5.0,22.74,796,47.3,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245000
2012,93000,3,1,1,2,5.0,17.0,1197,80.0,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
2018,60000,3,1,1,0,5.0,17.57,1193,88.7,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520000
2014,37000,3,1,1,0,5.0,16.95,1498,97.7,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,550000
2018,15000,3,1,1,0,5.0,17.0,1497,121.36,150.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910000
2015,80000,3,1,1,0,5.0,19.49,1198,67.04,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300000
2016,140000,3,1,1,0,5.0,20.51,998,67.04,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350000
2013,70000,1,1,1,0,7.0,12.83,2696,162.0,340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,900000
2013,120000,1,1,1,2,7.0,17.21,1493,100.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300000
2010,110000,1,1,1,2,5.0,21.1,1248,73.9,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000
2017,37000,1,1,1,0,5.0,19.67,1582,126.2,259.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000
2016,44000,3,1,1,0,5.0,25.17,799,53.3,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270000
2015,80000,1,1,1,0,7.0,20.77,1248,88.76,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,640000
2015,125000,1,1,1,0,7.0,15.1,2179,140.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,650000
2017,13500,3,1,1,0,5.0,15.37,1196,73.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,409999
2011,75000,3,1,1,0,5.0,17.92,1086,62.1,96.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
2007,120000,3,1,1,2,5.0,13.2,1495,94.0,122.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
2012,120000,1,1,1,0,7.0,15.1,2179,140.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,535000
2013,70000,1,1,1,0,7.0,12.99,2494,100.57,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700000
2013,70000,1,1,1,0,5.0,23.4,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550000
2019,15000,3,0,1,0,5.0,19.0,1199,88.76,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680000
2009,53000,3,1,1,2,5.0,20.36,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
2014,120000,1,1,1,2,5.0,23.4,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500000
2016,70000,1,1,1,0,7.0,24.52,1248,88.5,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000000
2008,120000,3,1,1,2,5.0,14.2,1341,82.9,115.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
2012,100000,3,1,1,2,5.0,18.5,1197,80.0,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
2015,100000,3,1,1,0,5.0,20.4,1197,83.11,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350000
2013,162500,1,1,1,0,5.0,19.4,1405,70.0,135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170000
2017,39000,1,1,1,0,5.0,22.54,1396,88.73,219.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000
2017,75000,1,1,1,0,5.0,26.8,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500000
2017,50000,1,0,1,0,7.0,17.6,2179,153.86,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1380000
2019,40000,1,1,1,0,8.0,17.3,1497,121.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1300000
2013,92500,1,1,1,0,5.0,22.32,1582,126.3,259.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530000
2012,158000,1,1,1,0,5.0,23.4,1248,74.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360000
2012,120000,1,1,1,0,5.0,19.3,1248,73.9,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310000
2015,50000,1,1,1,2,5.0,26.0,1498,98.6,200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725000
2012,110000,1,1,1,0,5.0,19.3,1248,73.9,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340000
2017,2000,1,1,1,2,5.0,25.4,1186,73.97,190.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000
2011,181000,1,1,1,2,7.0,11.5,2982,171.0,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1150000
2016,70000,1,1,1,0,5.0,27.28,1047,69.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380000
2013,90000,3,0,1,2,5.0,17.97,1498,99.6,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,350000
2019,2000,3,1,1,0,5.0,18.6,1197,81.86,117.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610000
2015,20000,3,1,1,0,5.0,20.85,1197,83.14,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,525000
2011,120000,1,1,1,0,7.0,12.8,2494,102.0,200.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,480000
2017,35000,1,1,1,0,6.0,16.55,2498,105.0,247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,780000
2012,193000,1,1,1,0,5.0,19.3,1248,73.9,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320000
2014,80000,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,375000
2019,40000,3,1,1,0,5.0,19.02,1198,67.05,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
2015,70000,1,1,1,1,5.0,22.54,1396,88.73,219.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
2011,122358,1,1,1,0,9.0,12.05,2179,120.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,404000
2015,75000,1,1,1,0,7.0,14.07,2956,69.01,223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500000
2017,120000,1,1,1,0,5.0,27.28,1047,69.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350000
2015,40000,3,1,1,0,5.0,17.57,1193,88.7,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380000
2008,95200,3,1,1,4,5.0,13.2,1495,94.0,122.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114999
2014,33033,3,1,0,0,5.0,19.4,1198,86.8,109.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335000
2015,63063,3,0,0,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465000
2012,60000,1,1,1,0,5.0,21.02,1248,88.76,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,290000
2005,45000,3,1,1,2,5.0,19.7,796,46.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110000
2011,80000,1,1,1,4,7.0,11.57,2179,138.1,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,450000
2009,170000,1,1,1,2,7.0,13.6,2523,63.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400000
2007,207890,1,1,1,2,7.0,13.6,2523,63.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210000
2018,7976,1,0,1,0,5.0,17.9,2143,170.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4600000
2016,35000,3,1,1,0,8.0,16.8,796,34.2,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220000
2017,35000,3,1,1,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2017,35000,3,1,1,0,5.0,18.9,1197,82.0,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
2013,50000,3,0,1,0,5.0,16.95,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000
2016,20000,3,1,1,0,5.0,20.4,1197,81.8,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520000
2011,20000,3,0,1,0,5.0,16.95,1197,78.9,111.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000
2012,50000,3,1,1,2,5.0,18.6,1197,85.8,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330000
2012,50000,3,1,1,2,5.0,18.6,1197,85.8,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330000
2014,120000,1,1,1,0,7.0,15.96,2523,62.1,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,509999
2014,70000,3,1,1,0,5.0,17.1,1591,121.3,154.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
